acc,precision,recall,F1,TP,TN,FP,FN,cohen
0.3302752293577982,,0.0,,0.0,36.0,0.0,73.0,
0.3302752293577982,,0.0,,0.0,36.0,0.0,73.0,
0.5871559633027523,0.6666666666666666,0.7671232876712328,0.713375796178344,56.0,8.0,28.0,17.0,
0.42201834862385323,0.6923076923076923,0.2465753424657534,0.36363636363636365,18.0,28.0,8.0,55.0,
0.6146788990825688,0.6534653465346535,0.9041095890410958,0.7586206896551725,66.0,1.0,35.0,7.0,
0.4568807339449542,,0.3835616438356165,,28.0,21.8,14.2,45.0,
