acc,precision,recall,F1,TP,TN,FP,FN,cohen
0.40186915887850466,,0.0,,0.0,43.0,0.0,64.0,
0.5700934579439252,0.59375,0.890625,0.7125,57.0,4.0,39.0,7.0,
0.40186915887850466,,0.0,,0.0,43.0,0.0,64.0,
0.5981308411214953,0.5981308411214953,1.0,0.7485380116959064,64.0,0.0,43.0,0.0,
0.40186915887850466,,0.0,,0.0,43.0,0.0,64.0,
0.47476635514018684,,0.378125,,24.2,26.6,16.4,39.8,
