protein	adipose tissue	adrenal gland	appendix	bone marrow	breast	bronchus	caudate	cerebellum	cerebral cortex	cervix	colon	duodenum	endometrium 1	endometrium 2	epididymis	esophagus	fallopian tube	gallbladder	heart muscle	hippocampus	kidney	liver	lung	lymph node	nasopharynx	oral mucosa	ovary	pancreas	parathyroid gland	placenta	prostate	rectum	salivary gland	seminal vesicle	skeletal muscle	skin 1	skin 2	small intestine	smooth muscle	soft tissue 1	soft tissue 2	spleen	stomach 1	stomach 2	testis	thyroid gland	tonsil	urinary bladder	vagina	nan	hypothalamus	endometrium	hair	retina	lactating breast	skin	thymus	cartilage	eye	pituitary gland	choroid plexus	dorsal raphe	substantia nigra	sole of foot	
MTOR	0	2	0	1	1	0	2	0	1	2	1	3	2	1	2	2	2	3	3	2	2	3	1	0	0	2	1	2	2	0	1	2	2	3	2	0	2	3	0	0	0	0	3	3	2	2	1	3	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
SCAMP5	0	1	0	0	0	0	1	0	3	0	2	1	0	0	2	0	1	1	1	0	2	0	2	0	0	0	0	1	1	0	2	0	0	0	1	1	0	0	0	0	0	0	1	0	2	0	1	0	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
ZNF521	2	2	2	2	2	2	3	3	1	3	2	2	2	2	2	3	2	2	2	3	2	0	1	2	2	2	2	0	2	3	2	3	1	1	2	2	3	2	2	1	1	0	2	2	1	2	3	2	3	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
ALPK2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
BRINP2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
MAGEB3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
LRIG2	0	2	0	1	0	2	2	2	0	1	1	2	2	2	2	2	2	2	1	2	1	2	2	1	2	2	0	2	2	2	1	2	1	2	2	0	1	2	1	0	0	0	2	2	2	2	2	1	1	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
MT-CO1	2	3	2	3	2	3	3	3	2	3	2	3	3	2	2	2	3	3	3	3	0	2	3	3	2	2	1	3	3	1	2	2	3	3	2	0	0	3	3	1	1	3	3	3	0	3	2	2	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
PNP	0	0	2	3	0	0	0	0	0	1	0	0	0	1	3	0	0	2	0	0	2	1	0	2	1	0	0	0	2	2	0	0	0	1	0	0	0	0	0	0	0	1	3	3	0	0	2	0	1	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
PAX9	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	3	0	0	0	0	0	0	-100	0	0	1	0	0	0	3	0	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
GK	0	2	0	1	0	1	0	0	0	0	2	0	2	0	0	0	2	0	1	0	2	3	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
ZNF358	0	2	1	2	0	1	0	1	1	0	1	2	2	0	1	1	2	2	2	0	2	1	1	3	1	2	0	1	0	2	2	3	0	2	0	0	2	3	0	1	0	2	2	2	2	2	2	1	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
SFT2D1	2	2	2	2	3	-100	0	0	2	0	1	1	3	2	2	0	2	2	2	0	2	0	3	2	3	2	2	2	1	2	2	2	2	1	3	3	2	2	3	2	3	0	3	3	2	2	2	2	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
CD247	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	-100	-100	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
CHAMP1	3	3	3	3	3	3	3	3	0	3	2	3	3	3	3	2	3	3	3	3	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	2	2	3	3	3	3	3	3	3	3	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
ARHGAP11A	-100	2	2	2	0	1	2	2	2	1	2	2	2	0	0	2	0	1	2	0	0	0	1	2	-100	-100	0	2	0	2	1	2	1	0	2	2	1	2	1	-100	2	0	1	1	2	2	2	-100	1	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
SUCNR1	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
HMGN2	2	2	2	3	2	2	0	0	0	2	0	2	2	2	3	1	2	3	2	0	2	2	2	2	2	2	2	3	1	2	2	2	2	2	2	1	1	2	2	2	2	1	1	1	1	3	2	1	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
SELENOM	2	2	1	2	2	0	2	2	0	1	2	1	2	2	1	0	0	2	0	2	2	0	0	2	0	0	1	1	2	1	2	2	2	2	1	2	2	2	2	1	2	2	1	1	2	3	2	1	1	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
UBE2J1	1	1	2	2	1	1	2	2	2	1	0	0	1	1	2	1	2	1	0	2	2	1	1	2	1	1	1	1	1	2	1	0	0	1	1	0	1	0	0	1	2	1	1	1	0	1	1	1	1	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
OPA1	0	2	2	1	1	0	2	2	1	2	2	3	2	2	2	2	2	2	3	2	3	2	2	2	2	1	0	1	3	2	1	2	1	2	1	1	2	3	2	2	1	2	3	2	2	2	2	2	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
DENND4B	0	3	0	1	1	2	2	1	2	0	2	3	0	1	2	1	0	3	1	2	2	0	1	2	2	1	1	0	1	3	3	2	3	3	0	1	0	3	0	0	0	0	3	2	2	3	1	-100	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
ZNF277	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
MT-ND3	0	2	1	0	1	2	2	3	2	3	2	3	2	2	1	3	2	3	3	2	0	2	0	0	1	2	0	2	3	1	2	1	3	2	-100	0	0	3	2	0	0	1	3	3	0	2	2	2	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
KTI12	0	3	3	2	0	3	2	2	2	2	2	3	3	2	2	2	2	3	2	1	2	2	2	2	2	2	0	2	2	2	2	3	1	2	2	2	2	3	1	0	0	2	2	3	3	2	2	2	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
SELENOT	1	1	0	0	1	2	2	2	1	0	2	2	1	1	2	2	1	2	1	2	1	1	1	0	2	0	0	0	1	1	0	2	2	2	3	0	0	2	1	0	0	0	0	2	2	1	2	0	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
TOX	0	1	3	2	1	1	0	0	0	1	1	1	0	0	0	1	0	1	0	1	0	0	1	3	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	0	0	1	1	1	0	1	2	1	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
CES1	1	1	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	3	3	0	3	1	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	1	1	2	2	0	0	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
CD3E	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-100	-100	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
RUSC2	1	2	1	2	2	1	2	1	1	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	1	1	1	2	3	2	2	2	2	2	2	2	2	2	2	1	1	1	1	2	2	2	1	2	1	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
FICD	2	2	0	2	0	0	0	2	1	1	1	3	2	0	2	2	0	2	2	1	3	2	3	2	2	1	1	2	2	2	2	2	0	2	2	0	2	3	2	1	1	0	2	2	3	1	3	2	1	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
R3HDM4	0	2	0	1	1	2	0	0	1	0	2	2	2	0	1	2	2	2	2	0	1	0	0	1	2	1	0	0	0	2	2	2	2	2	2	1	0	2	0	1	1	0	2	1	1	1	2	2	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
TSEN15	0	2	0	0	0	2	1	0	0	2	2	2	0	0	1	2	2	2	0	0	2	1	1	0	2	1	1	0	0	1	3	1	0	1	0	1	2	1	0	0	1	1	2	0	2	2	0	2	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
LTN1	1	2	1	2	0	2	0	1	1	3	1	2	3	1	2	3	2	2	1	0	2	2	2	0	2	3	0	2	2	1	2	2	2	2	1	0	3	2	2	0	2	0	2	2	2	0	3	1	3	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
RUNDC1	0	2	3	3	2	2	0	1	2	2	0	3	2	2	2	2	3	3	0	1	3	2	1	3	2	2	0	2	2	2	3	2	2	2	1	2	2	2	0	0	0	3	2	2	2	2	1	2	1	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
CCDC152	1	2	1	2	0	2	2	1	1	2	2	1	2	2	2	2	1	2	1	1	2	1	2	0	2	1	0	2	0	2	1	2	1	1	2	2	2	2	2	1	1	1	2	2	2	1	2	2	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
STKLD1	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
GRK5	0	1	1	1	1	1	1	1	1	1	0	1	0	0	2	1	0	1	1	1	1	0	2	1	2	0	0	1	1	2	2	1	1	1	1	0	1	1	1	0	1	0	2	2	1	0	1	1	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
TYW1	0	2	1	2	1	2	2	2	1	2	2	2	0	2	1	1	1	2	2	2	2	1	1	0	2	1	0	1	0	0	0	1	1	0	0	0	1	2	0	0	0	1	2	2	2	1	2	2	3	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
DCAF12	2	1	1	1	1	2	3	3	0	2	2	2	2	2	2	2	2	2	0	2	2	0	0	2	2	2	1	2	0	1	2	2	2	1	1	2	3	2	0	0	0	0	0	1	2	1	2	3	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
SFMBT2	1	2	1	1	3	2	3	2	1	0	1	1	2	2	1	0	1	2	1	1	2	2	2	2	2	0	0	1	0	2	3	1	1	2	1	3	2	1	2	0	2	2	2	2	2	2	1	2	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
ASB12	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
PNMA5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
MT-ND4	0	1	0	0	0	2	1	2	2	0	2	3	1	1	0	2	0	2	2	1	3	0	0	0	1	0	0	2	3	0	1	2	1	1	1	0	1	3	0	0	0	0	3	3	0	1	0	1	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
SMC5	0	2	2	1	2	0	0	3	0	2	2	2	2	2	2	2	0	2	2	2	2	2	1	0	0	2	0	2	2	2	3	2	2	2	2	0	2	2	2	0	0	1	2	2	2	2	2	2	3	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
MT-ND1	0	1	0	0	1	0	2	2	1	0	1	2	2	0	1	1	0	2	3	2	3	1	0	1	1	0	0	0	0	0	2	2	1	2	1	0	2	2	0	0	0	1	3	3	1	0	0	0	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
DCAF12L1	0	2	1	0	1	2	2	2	0	2	2	2	1	0	2	2	2	2	1	2	2	2	2	0	2	2	0	0	1	2	0	2	1	1	2	0	2	2	0	0	0	0	2	2	1	0	0	2	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
PRMT6	2	2	0	1	3	3	2	1	0	2	0	2	1	1	2	2	2	2	0	0	3	0	2	0	3	3	1	2	-100	2	2	2	2	1	0	2	2	2	1	0	0	0	2	2	2	3	3	2	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
SHISA4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-100	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
CAPZA2	0	1	2	1	0	1	2	0	0	1	0	1	2	2	1	1	1	1	0	1	0	0	2	2	2	0	0	1	0	2	1	1	0	1	0	1	1	1	0	0	0	2	2	1	0	1	1	1	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
TOP1	1	3	3	3	1	3	3	2	0	2	2	3	2	3	3	3	2	3	1	3	2	2	0	3	3	3	3	2	2	3	2	3	2	2	1	0	0	3	1	2	2	2	3	3	0	3	2	3	3	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
PRC1	2	2	0	3	2	3	3	0	1	2	2	1	2	3	2	2	2	2	1	3	2	0	0	0	3	0	0	2	1	2	2	2	2	2	3	0	0	1	2	2	-100	1	0	0	2	2	2	2	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
MAP3K3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	2	2	0	0	0	0	0	1	0	1	0	0	0	0	0	2	2	0	0	0	0	1	0	0	0	0	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
L1CAM	0	0	0	0	0	0	1	0	3	0	3	0	0	0	1	0	2	1	1	1	0	0	1	0	0	1	0	0	0	1	1	3	0	2	1	0	0	0	1	2	2	0	1	1	0	0	0	0	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
SREBF2	1	1	3	3	1	2	2	0	2	2	3	3	1	2	2	3	2	2	0	1	2	0	0	2	3	3	0	0	0	3	0	2	1	0	2	2	3	2	0	2	2	1	3	2	2	0	2	3	3	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
C1orf174	0	2	2	1	0	1	0	0	0	2	1	2	0	1	2	1	2	2	0	0	1	0	2	1	2	2	0	1	1	2	1	2	0	0	1	2	2	2	0	0	1	1	2	2	0	2	1	2	1	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
POU3F3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
RASGEF1A	0	1	0	0	3	2	1	1	3	1	0	0	0	0	0	0	0	1	1	0	1	1	0	1	2	1	0	0	1	0	1	1	0	1	2	0	0	0	2	0	1	0	1	1	1	0	0	0	1	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
SPOUT1	1	0	2	1	0	1	2	2	1	0	2	2	3	1	0	1	2	2	0	3	3	1	1	3	1	3	1	0	0	2	1	2	0	1	0	1	3	3	2	0	0	0	1	2	2	0	2	1	1	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
RPL39	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	1	1	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
